1,8934116514970143966
58,9040184296133711016
185,2279904768170870872
243,956106033508313065
264,0529306891038859130
307,6708661699896063078
313,0012276352424581690
350,5897082617061909374
396,1183011367379647129
409,460252456180441002
411,123908736868363882
424,1572225825161580042
433,9549826748224805897
449,1183011367379647129
465,9179364299608933418
495,4406613867733915903
500,6105104223472471040
503,5716546627685384562
509,9549826748224805897
550,3700714855829972615
555,1572225825161580042
570,5334896187622326438
597,7187192533100162289
601,1970491798525118627
603,2272385594428741213
619,7889233516776348524
626,6597565025064227498
631,4145197194728092512
634,1061090985384136368
635,3647954292650000896
642,1314426348114534975
650,4716737341148415941
654,8530613607503742741
656,087100180885575477
657,852373578529854535
659,1617947618176891753
665,2030041108522427486
670,8377259727591618279
675,6752239984952264190
678,1447279966112382026
684,016787854108283646
685,6253907950302062343
688,761852799021089271
692,5915581399835793502
694,1810825910197739134
698,0960484403338128999
699,7406976187075316319
700,6597565025064227498
701,4281040191770206312
705,688816529394720942
707,2778914354627074486
709,5097087346105463693
711,9549826748224805897
713,7895381041766747549
714,7406976187075316319
715,309482894121265066
716,9291001063810206156
1159,480773587297538354
1222,180639343235110483
1223,180639343235110483
1538,7961687414840465592
1607,7810202789453745679
1720,6912255132571465720
1723,8623559408524533206
1893,123908736868363882
1908,6752239984952264190
1918,6604390588351710840
1934,1572225825161580042
1935,1447279966112382026
1948,3946954247927397532
1991,9549826748224805897
2034,2765310542541587629
2037,9514891958913008306
2074,0960484403338128999
2116,0670031125670678120
2119,6743899001167463311
2130,3641319828932598085
2186,4148389741598821423
2190,9541482655600572026
2208,3980270437256863614
2214,0679581364401887394
2216,460252456180441002
2236,688816529394720942
2238,3715547972784313661
2240,3641319828932598085
2244,7926043196561448760
2247,0960484403338128999
2253,4099954209864807255
2269,8478498564954638951
2271,1083936078453825701
2284,5706633007947627445
2286,641446897568750514
2695,8256261964475196104
2830,4281040191770206312
2832,480773587297538354
2835,5315786461950075561
2836,4735021838862063499
2847,7308562990435019625
2862,722704890843532029
2868,8934116514970143966
2869,2105122376016897629
2911,5334896187622326438
3024,6773336867278757036
3311,5442500961218255804
3339,2632912654814776637
3397,0780206376162514125
3459,7021042603571850864
3473,9593962411719065292
3475,3794016165791476291
3476,324590067455212562
3478,3616014667867180410
3672,1132760331530975847
3676,0780206376162514125
3699,6045930241388777741
3710,7406034241760755547
3732,8436426603099391262
3754,6738644801977314557
3757,9892878855186083289
3773,3915384889161784454
3775,1776658355119092313
3823,9884258024135679219
3840,1957458976293878100
3877,3137796021473000600
3892,3915384889161784454
3956,8532069530739848157
3970,6215649527279938539
4022,1957458976293878100
4037,7021042603571850864
4044,5668433030865339442
4054,7021042603571850864
4061,3915384889161784454
4077,4578640586284138624
4082,9754532782260767990
4105,3616014667867180410
4115,6283843372660979164
4121,8106330885742872677
4137,2845423477332965912
4149,6091498163535424271
4168,876940283010756174
4186,4452394555375070876
4214,7406034241760755547
4218,4755168908070236728
4220,3028610092281426822
4231,8239665320308157318
4248,2632912654814776637
4260,0185467632009737931
4265,3704411087594288284
4267,8276782447696230948
4288,9275813847347927121
4331,6194193421514403509
4340,5327166854580374902
4343,476894088375216381
4379,4061992416508619194
4382,8885051388942907862
4386,0185467632009737931
4392,8532069530739848157
4395,5174129705003851738
4423,7999024439305263613
4426,6664733704830724714
4444,3244885836845029978
4450,3351538799616866750
4469,2727143390159866413
4474,1776658355119092313
4492,770431600902969839
4500,4117715707586638029
4505,1957458976293878100
4507,6664733704830724714
4508,7147112211830167925
4515,6045930241388777741
4536,1546626226233851002
4541,1177326592591599469
4549,4720137602861399516
4553,7021042603571850864
4554,4755168908070236728
4557,3794016165791476291
4558,0314733033105141755
4563,2041392925012676726
4575,1710046532262949205
4576,0563963070031405352
4582,747690048733385763
4583,8007300615127214527
4592,8516473451212465925
4603,6712520540378436905
4604,3152246617474456269
4608,0026203741366904270
4609,1881458907401964229
4611,1095886019324498043
4619,8585031285178547027
4620,6207999688575993846
4624,3741689406060673010
4627,3741689406060673010
4637,4293841073200012958
4638,0643132668463442280
4639,1710046532262949205
4641,3915384889161784454
4642,1177326592591599469
4643,3351538799616866750
5479,2194592743396253647
5688,3460991187004960352
5702,818963464543710690
5714,7073202498632435139
5725,2363160684667395734
5808,5742937961482344699
5812,5325600735023197081
5864,8197879643797712877
5950,5846036818629733137
5973,6057386280324051125
5974,956106033508313065
5993,4311089080134346736
6024,355808076563174123
6072,5682126705604521343
6073,4026113359041800947
6080,9340341966296957897
6109,113560599620525482
6110,9664150852987226340
6155,1261824614136492229
6177,2105680466164878357
6180,9249130983722228273
6201,5204270938034341521
6207,3287935319409551745
6210,4219302359703604380
6212,849161684199944498
6225,5767690520460882634
6236,7903412339400325984
6239,5998033701129345673
6281,8003711571072690789
6286,3371421134809281185
6289,4954404706370546472
6304,5774144420048753588
6305,5828412432443212029
6314,4954404706370546472
6324,943945152769904281
6325,8169242395174514673
6332,5998033701129345673
6342,1505936082836608918
6363,3677457750189755565
6367,0458033026034702579
6369,2875842843843422362
6371,6288309266424888482
6372,5923014411436562598
6373,9851027407827249742
6377,5828412432443212029
6380,5923014411436562598
6381,2875842843843422362
6383,5828412432443212029
6384,2519100032925370597
6387,3517667571922875880
6388,5693109963199016413
6389,4261759267361269648
6390,9549089852095378957
6392,6739930820441913668
6395,5693109963199016413
6398,4962088874496440474
6420,7917021851836535006
6999,5923014411436562598
7023,376741336488875953
7025,9664150852987226340
7034,5923014411436562598
7095,8916768764889041110
7121,8916768764889041110
7185,3517667571922875880
7207,4954404706370546472
7216,352033857074034473
7228,7445235885559107095
7348,0458033026034702579
7439,2380288322623237181
7457,0267692164162304307
7459,5396517050063945149
7463,078641303362052929
7518,8128514590042427926
7586,2196149753554212525
7601,169751260139710657
7647,5056199586558864505
7653,7239083290762285869
7660,2904329822175970539
7667,5880907543278269076
7672,0554657701286789547
7702,6057386280324051125
7707,2519100032925370597
7721,7196391325431184450
7726,860747570436364650
7732,5913744531091246447
7741,2048804838198344062
7746,9249130983722228273
7749,7471354867665764070
7755,8934116514970143966
7766,6057386280324051125
7804,9664150852987226340
7805,065078461996080246
7811,8966558296818381840
7813,3547195284957567797
7848,9758157940253496103
7886,7731229828331597541
8393,4954404706370546472
8446,1345092893245258725
8605,9085229008879641963
8621,5056199586558864505
